Date,IVV_VGT,SPY_IVV,SPY_VGT,XLF_SPY,XLF_IVV
2020-06-02,-0.0013338162185965174,0.0,-0.0013572581061034317,-0.002208898382049962,-0.0022024993028177953
2020-06-03,0.00316622251698484,0.0,0.0030402081162421712,-0.026963083245571173,-0.026911049707275647
2020-06-04,0.010466348234546619,-0.0,0.011180203762982677,-0.018012130048972008,-0.018333341178327134
2020-06-05,-0.0,0.0,-0.0,-0.019103587473409456,-0.01891784327063406
2020-06-08,0.0,0.0,0.0,-0.007054805231057282,-0.006997516199144294
2020-06-09,-0.0,-0.0,-0.0,0.023113027569061584,0.02314500169803374
2020-06-10,-0.0,-0.0,-0.0,0.038283239640077515,0.0381356895321221
2020-06-11,0.0,-0.0,0.0,0.057507395173392706,0.057413617857519805
2020-06-12,-0.0,0.0,-0.0,0.0,0.0
2020-06-15,-0.0,0.0,-0.0,0.0,0.0
2020-06-16,-0.0,0.0,-0.0,0.0,0.0
2020-06-17,-0.0,-0.0,-0.0,-0.0,-0.0
2020-06-18,-0.0,-0.0,-0.0,-0.0,-0.0
2020-06-19,0.0,-0.0,0.0,-0.0,-0.0
2020-06-22,-0.0,0.0,-0.0,-0.0,-0.0
2020-06-23,-0.0,0.0,-0.0,0.0,0.0
2020-06-24,0.0,-0.0,0.0,-0.0,-0.0
2020-06-25,-0.0,0.0,-0.0,0.0,0.0
2020-06-26,0.0,-0.0,0.0,-0.0,-0.0
2020-06-29,0.0,0.0,0.0,0.0,0.0
2020-06-30,-0.0,0.0,-0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,-0.0,-0.0
2020-07-02,0.0,0.0,0.0,0.0,0.0
2020-07-06,-0.0,0.0,-0.0,0.0,0.0
2020-07-07,0.0,-0.0,0.0,-0.0,-0.0
2020-07-08,-0.0,0.0,-0.0,0.0,0.0
2020-07-09,-0.0,-0.0,-0.0,-0.0,-0.0
2020-07-10,0.0,0.0,0.0,0.0,0.0
2020-07-13,0.0,-0.0,0.0,0.0,0.0
2020-07-14,-0.0,0.0,-0.0,-0.0,-0.0
2020-07-15,0.0,0.0,0.0,0.0,0.0
2020-07-16,0.0,-0.0,0.0,0.0,0.0
2020-07-17,-0.0,0.0,-0.0,-0.0,-0.0
2020-07-20,-0.0,0.0,-0.0,-0.0,-0.0
2020-07-21,0.0,0.0,0.0,0.0,0.0
2020-07-22,-0.0,0.0,-0.0,-0.0,-0.0
2020-07-23,0.0,-0.0,0.0,0.0,0.0
2020-07-24,-0.010280132375622308,-0.0,-0.010224379086822166,-0.0,-0.0
2020-07-27,0.012931933190025502,0.0,0.012990339871611578,-0.0,-0.0
2020-07-28,-0.009410086433237153,-0.0,-0.009238370252647732,0.0,0.0
2020-07-29,0.00853441448751191,0.0,0.008268393755454406,0.0,0.0
2020-07-30,0.008570960344563172,-0.0,0.008701983290059445,-0.0,-0.0
2020-07-31,0.01946723362920766,0.0,0.01942889125045122,-0.0,-0.0
2020-08-03,-0.0,0.0,-0.0,-0.0,-0.0
2020-08-04,0.0,0.0,0.0,-0.0,-0.0
2020-08-05,0.0,0.0,0.0,0.0,0.0
2020-08-06,-0.0,0.0,-0.0,-0.0,-0.0
2020-08-07,0.0,-0.0,0.0,0.0,0.0
2020-08-10,0.0,0.0,0.0,0.0,0.0
2020-08-11,0.0,-0.0,0.0,0.0,0.0
2020-08-12,-0.0,0.0,-0.0,-0.0,-0.0
2020-08-13,-0.0,-0.0,-0.0,-0.0,-0.0
2020-08-14,0.0,-0.0,0.0,0.0,0.0
2020-08-17,-0.0,0.0,-0.0,-0.0,-0.0
2020-08-18,-0.0,-0.0,-0.0,-0.0,-0.0
2020-08-19,-0.0,-0.0,-0.0,0.0,0.0
2020-08-20,-0.0,0.0,-0.0,-0.0,-0.0
2020-08-21,-0.0,0.0,-0.0,-0.0,-0.0
2020-08-24,0.0,0.0,0.0,0.0,0.0
2020-08-25,-0.0,0.0,-0.0,0.0,0.0
2020-08-26,-0.0,0.0,-0.0,-0.0,-0.0
2020-08-27,0.0,-0.0,0.0,0.0,0.0
2020-08-28,-0.0,0.0,-0.0,0.0,0.0
2020-08-31,-0.0,-0.0,-0.0,-0.0,-0.0
2020-09-01,-0.0,0.0,-0.0,-0.0,-0.0
2020-09-02,0.008837482963006904,0.0,0.008686321097458372,0.0,0.0
2020-09-03,0.0419987496411105,0.005291358644686883,0.04215806244020093,0.0,0.0
2020-09-04,0.0,-0.0,0.0,0.0,0.0
2020-09-08,0.0,-0.0,0.0,-0.0,-0.0
2020-09-09,0.018633580900986546,0.0029579337445370113,0.018455799611723167,0.0,0.0
2020-09-10,-0.009091696245432601,-0.0024443533753298885,-0.009193637371764485,-0.0,-0.0
2020-09-11,-0.010334368272799654,0.0001543613535527344,-0.010362667516187418,0.0,0.0
2020-09-14,0.012602830993496239,0.001777356065863156,0.012723340823446838,0.0,0.0
2020-09-15,0.00778396145470972,0.0006226444943738807,0.007816495062978435,-0.0,-0.0
2020-09-16,-0.014805380878459173,-0.0006324338307143185,-0.014818745309746806,0.0,0.0
2020-09-17,-0.0025253067816868313,-0.0014586383917092327,-0.002319962470956227,-0.0,-0.0
2020-09-18,-0.00630703526815668,-0.0014267007144894706,-0.0065085442191303855,0.0,0.0
2020-09-21,0.02202348383819719,-0.0014547359261762871,0.022019086099554164,-0.0,-0.0
2020-09-22,0.009430400144233797,0.001652234806922448,0.00937567255698557,-0.0,-0.0
2020-09-23,-0.014487834236996067,-0.0031177264737419774,-0.014564209456768396,-0.0,-0.0
2020-09-24,0.0007935129617326897,0.0006786638734689321,0.0007571017137593117,0.002890916200452398,0.0029058652785495243
2020-09-25,0.01382226823012389,0.002404699254901943,0.013915646657218561,0.004651590987573451,0.0046075124613153
2020-09-28,0.005174899015055745,0.0024069858601299954,0.00517424400578248,0.016753667130500527,0.016752856059278676
2020-09-29,-0.0,-0.0007411710970477436,-0.0,-0.008848615199480325,-0.008819188065232797
2020-09-30,-0.0,0.0010148670093673706,-0.0,0.010538071515401704,0.010508943756403655
2020-10-01,-0.0,0.0007933826438644154,-0.0,-0.0006210913802910945,-0.0006498215819111808
2020-10-02,0.0,-0.0014803794547687543,0.0,0.012088550562126987,0.012061500864092523
2020-10-05,-0.0,0.0026654958123596417,-0.0,0.0,0.0
2020-10-06,0.0,-0.0,0.0,-0.0,-0.0
2020-10-07,-0.0,0.0,-0.0,0.0,0.0
2020-10-08,0.0,0.0,0.0,0.0,0.0
2020-10-09,-0.0,0.0,-0.0,-0.0,-0.0
2020-10-12,-0.0,0.0,-0.0,0.0,0.0
2020-10-13,0.0,-0.0,0.0,-0.0,-0.0
2020-10-14,0.0,-0.0,0.0,-0.0,-0.0
2020-10-15,0.0,-0.0,0.0,0.0,0.0
2020-10-16,0.0,-0.0,0.0,0.0,0.0
2020-10-19,0.0,-0.0,0.0,-0.0,-0.0
2020-10-20,0.0,0.0,0.0,0.0,0.0
2020-10-21,0.0,-0.0,0.0,-0.0,-0.0
2020-10-22,0.0,0.0,0.0,0.0,0.0
2020-10-23,0.0,0.0,0.0,0.0,0.0
2020-10-26,0.0,-0.0,0.0,-0.0,-0.0
2020-10-27,-0.0,-0.0,-0.0,-0.0,-0.0
2020-10-28,0.0,-0.0,0.0,-0.0,-0.0
2020-10-29,-0.0,0.0018844499279895288,-0.0,0.0,0.0
2020-10-30,0.0,-0.0010585289438028722,0.0,0.0,0.0
2020-11-02,-0.007851015939603023,0.00166700379222251,-0.00764719399856939,0.0,0.0
2020-11-03,0.005218119809708099,0.0024607006855653646,0.005413257081446243,0.0,0.0
2020-11-04,0.025825635710618355,0.003334060317081722,0.02556560623738169,-0.0,-0.0
2020-11-05,0.018390834550395363,0.0,0.018433271182929367,0.0,0.0
2020-11-06,-0.0,-0.0,-0.0,-0.0,-0.0
2020-11-09,0.0,0.0,0.0,0.0,0.0
2020-11-10,0.0,-0.0,0.0,-0.0014743521773926127,-0.0013998841852341237
2020-11-11,-0.0,0.0,-0.0,0.011136403656175353,0.011034923053513612
2020-11-12,0.0,-0.0,-0.0,0.015084463664751357,0.01516133848636142
2020-11-13,0.0,0.0,0.0,-0.006917030624160214,-0.0070272169823253905
2020-11-16,0.0,0.0,0.0,-0.012304199927966442,-0.012332681503700094
2020-11-17,-0.0,-0.0,-0.0,0.0027545477961190556,0.002886935097163368
2020-11-18,0.0,-0.0,0.0,0.007225832546289779,0.007218338687270509
2020-11-19,-0.0,0.0,-0.0,0.0018630442045268758,0.0017929082721378498
2020-11-20,0.0,-0.0,0.0,0.008326208736110341,0.008386792122362874
2020-11-23,0.0,0.0,0.0,-0.01237259963948839,-0.012372354368647864
2020-11-24,0.0,0.0,0.0,-0.02221116089611097,-0.02226333946457415
2020-11-25,-0.0,-0.0,-0.0,0.007172078602701137,0.007223480130194804
2020-11-27,-0.0,0.0,-0.0,0.008330034547565646,0.00829915266797332
2020-11-30,-0.0,-0.0,-0.0,0.021451437918283578,0.021397903794889706
2020-12-01,0.0,0.0,0.0,-0.007230435797155987,-0.007197356188134829
2020-12-02,0.0,-0.0,0.0,-0.00649501759539195,-0.006485819078252741
2020-12-03,-0.0,-0.0,-0.0,0.0027708516463506028,0.0028072659064829475
2020-12-04,-0.0,0.0,-0.0,-0.004611948878307404,-0.004628187819351592
2020-12-07,-0.0,-0.0,-0.0,0.008950049951626349,0.009035763441648137
2020-12-08,-0.0,0.0,-0.0,0.004429043309139347,0.004358689659955006
2020-12-09,0.0,-0.0,0.0,0.000874798541121824,0.0009719677502930679
2020-12-10,-0.0,-0.0,-0.0,0.0007149170823729789,0.0006119761138020374
2020-12-11,0.0,-0.0,0.0,0.011494983424230998,0.011459088507561999
2020-12-14,-0.0,-0.0,-0.0,-0.0,-0.0
2020-12-15,-0.0,0.0,-0.0,0.0,0.0
2020-12-16,-0.0,-0.0,-0.0,-0.0,-0.0
2020-12-17,-0.0,0.0,-0.0,-0.0,-0.0
2020-12-18,0.0,-0.0,0.0,-0.0,-0.0
2020-12-21,-0.0,-0.0,-0.0,0.0,0.0
2020-12-22,-0.0,-0.0,-0.0,-0.0,-0.0
2020-12-23,0.013789124193314573,-0.0,0.013820379318856268,0.0,0.0
2020-12-24,-0.0025018917821528763,0.0,-0.002484318474356151,-0.0,-0.0
2020-12-28,0.0017594439007073692,0.0,0.0016628503801632277,-0.0,-0.0
2020-12-29,0.007624096746258857,-0.0,0.007647617276582697,-0.0,-0.0
2020-12-30,0.0010367670475417423,0.0,0.0011496013885596845,0.0,0.0
2020-12-31,0.005638953792076906,0.0,0.005144452819025203,0.0,0.0
2021-01-04,0.007536690175441452,-0.0,0.007707011895788263,-0.0,-0.0
2021-01-05,-0.0,0.0,-0.0,-0.0,-0.0
2021-01-06,0.0,0.0,0.0,0.0,0.0
2021-01-07,-0.0,0.0,-0.0,0.0,0.0
2021-01-08,-0.0,0.0,-0.0,-0.0,-0.0
2021-01-11,0.0,-0.0,0.0,0.0,0.0
2021-01-12,0.0,-0.0,0.0,0.0,0.0
2021-01-13,-0.0,0.0,-0.0,-0.0,-0.0
2021-01-14,0.0,-0.0,0.0,0.0,0.0
2021-01-15,0.0,-0.0,0.0,-0.0,-0.0
2021-01-19,-0.0,0.0,-0.0,-0.0,-0.0
2021-01-20,-0.0,0.0,-0.0,-0.0,-0.0
2021-01-21,-0.0,-0.0,-0.0,-0.0,-0.0
2021-01-22,0.0,-0.0,0.0,-0.0,-0.0
2021-01-25,-0.0,0.0,-0.0,-0.0,-0.0
2021-01-26,0.0,-0.0,0.0,-0.0,-0.0
2021-01-27,0.0,-0.0,0.0,-0.0,-0.0
2021-01-28,0.0,0.0,0.0,0.014651898975396038,0.014721961566308728
2021-01-29,0.0,-0.0,0.0,-0.009590118821355631,-0.009659537035136945
2021-02-01,-0.0,0.002573871138032313,-0.0,0.005676105004231713,0.0058086742394029
2021-02-02,-0.0,0.0018206592504191876,-0.0,0.01671363231576778,0.016689240376696057
2021-02-03,0.0,-5.5238599153906165e-05,0.0,0.004511965086550773,0.004513730574844443
2021-02-04,-0.0,0.001418365064826177,-0.0,0.014845313140228411,0.014864931266890813
2021-02-05,0.0,0.0,0.0,-0.003046623600695686,-0.0030407698183790854
2021-02-08,-0.0,0.0,-0.0,0.007461829443321799,0.007322732778775098
2021-02-09,0.0,-0.0,0.0,-0.0,-0.0
2021-02-10,0.0,-0.0,0.0,-0.0,-0.0
2021-02-11,-0.0,-0.0,-0.0,-0.0,-0.0
2021-02-12,-0.0,0.0,-0.0,0.0,0.0
2021-02-16,0.0,-0.0,0.0,0.0,0.0
2021-02-17,0.0,-0.0,0.0,0.0,0.0
2021-02-18,0.0,-0.0,0.0,-0.0,-0.0
2021-02-19,-0.0,-0.0,-0.0,0.0,0.0
2021-02-22,0.0,-0.0,0.0,0.0,0.0
2021-02-23,-0.0077116884632562055,0.0,-0.007868961727798052,0.0,0.0
2021-02-24,0.005846434537934986,0.0,0.005804459113074589,0.0,0.0
2021-02-25,-0.02098190311114001,-0.0,-0.02085911003197416,-0.0,-0.0
2021-02-26,0.014294551745178463,-0.0006163833587495837,0.014208054886393429,-0.0,-0.0
2021-03-01,0.01538542441794366,0.0033125777085802888,0.015392377312941186,0.0,0.0
2021-03-02,-0.013749885264375372,-0.0012903078877475327,-0.013643380947458095,-0.0,-0.0
2021-03-03,-0.019481817784812616,-0.0017959720153366554,-0.019580204415704072,0.0,0.0
2021-03-04,-0.017360230899930773,-0.0016519811224801062,-0.017360534112069947,-0.0,-0.0
2021-03-05,0.0029521219619210726,0.002597085758640816,0.002983406304931435,0.0,0.0
2021-03-08,-0.024505485198537125,-0.0007714772847607909,-0.024406797437714234,0.0,0.0
2021-03-09,0.03318866818808974,0.0021150156170892664,0.03299849389873266,-0.0,-0.0
2021-03-10,-0.009664002818690953,0.0008367072199091385,-0.009756354367226328,0.0,0.0
2021-03-11,0.020482071785465017,0.0,0.020617486645786665,-0.0,-0.0
2021-03-12,-0.009285770545835126,-0.0,-0.0090693099421848,0.0,0.0
2021-03-15,0.009785271146476537,0.0,0.009872975159745945,-0.0,-0.0
2021-03-16,0.008468311659590055,-0.0,0.008315401786019194,-0.0,-0.0
2021-03-17,-0.002295145230218454,0.0,-0.002433690818657075,0.0,0.0
2021-03-18,-0.023655860604323564,-0.0,-0.023692996432576496,0.0,0.0
2021-03-19,0.002549010520216166,-0.0,0.002543102324035873,-0.0,-0.0
2021-03-22,0.015124108929093216,0.0,0.015044428048144765,-0.0,-0.0
2021-03-23,-0.0005977547236533098,-0.0,-0.0005144578114348874,-0.0,-0.0
2021-03-24,-0.012464653466807585,-0.0,-0.012499778871368106,0.0,0.0
2021-03-25,-0.003922367967841511,0.0,-0.0038373002539504597,0.0,0.0
2021-03-26,0.013795357291677357,0.0,0.01385426186983385,0.0,0.0
2021-03-29,-0.007499651594091716,-0.0,-0.007498617375440997,-0.0,-0.0
2021-03-30,-0.003923163912595173,-0.0,-0.003744750846327749,0.0,0.0
2021-03-31,0.016985121708934514,0.0,0.016835486805849342,-0.0,-0.0
2021-04-01,0.014836093577298204,0.0,0.014740786157639407,0.0,0.0
2021-04-05,-0.0,0.0,-0.0,-0.0,-0.0
2021-04-06,0.0,-0.0,0.0,-0.0,-0.0
2021-04-07,-0.0,-0.0,-0.0,0.0,0.0
2021-04-08,-0.0,0.0,-0.0,-0.0,-0.0
2021-04-09,-0.0,0.0,-0.0,0.0,0.0
2021-04-12,0.0,-0.0,0.0,0.0,0.0
2021-04-13,-0.0,0.0,-0.0,-0.0,-0.0
2021-04-14,0.0,-0.0,0.0,0.0,0.0
2021-04-15,-0.0,0.0,-0.0,-0.0,-0.0
2021-04-16,0.0,-0.0,0.0,0.0,0.0
2021-04-19,0.0,-0.0,0.0,-0.0,-0.0
2021-04-20,0.0,-0.0,0.0,-0.0,-0.0
2021-04-21,-0.0,0.0,-0.0,0.0,0.0
2021-04-22,0.0,-0.0,0.0,-0.0,-0.0
2021-04-23,-0.0,0.0,-0.0,0.0,0.0
2021-04-26,-0.0,-0.0,-0.0,0.0,0.0
2021-04-27,0.0,-0.0,0.0,0.0,0.0
2021-04-28,0.0,-0.0,0.0,0.0,0.0
2021-04-29,0.0,0.0,0.0,0.0,0.0
2021-04-30,0.0,-0.0,0.0,-0.0,-0.0
2021-05-03,0.0,0.0,0.0,0.0,0.0
2021-05-04,0.0,-0.0,0.0,0.0,0.0
2021-05-05,0.0,0.0,0.0,0.0,0.0
2021-05-06,-0.0,0.0,-0.0,0.0,0.0
2021-05-07,-0.0,0.0,-0.0,-0.0,-0.0
2021-05-10,0.0,-0.0,0.0,0.0,0.0
2021-05-11,-0.0,-0.0,-0.0,-0.0,-0.0
2021-05-12,0.0,-0.0,0.0,-0.0,-0.0
2021-05-13,-0.0,0.0018281952248139222,-0.0,0.0,0.0
2021-05-14,-0.0,0.0019792276784125207,-0.0,0.0,0.0
2021-05-17,0.0,-0.0,0.0,0.0,0.0
2021-05-18,-0.0,-0.0,-0.0,-0.0,-0.0
2021-05-19,-0.0,-0.0,-0.0,-0.0,-0.0
2021-05-20,-0.0,0.0,-0.0,-0.0,-0.0
2021-05-21,0.0,-0.0,0.0,0.0,0.0
2021-05-24,-0.0,0.0,-0.0,-0.0,-0.0
2021-05-25,-0.0,-0.0,-0.0,-0.0,-0.0
2021-05-26,-0.0,0.0,-0.0,0.0,0.0
2021-05-27,0.0,-0.0,0.0,0.0,0.0
2021-05-28,-0.0,0.0,-0.0,-0.0,-0.0
2021-06-01,0.0,-0.0,0.0,0.0,0.0
2021-06-02,-0.0,0.0,-0.0,-0.0,-0.0
2021-06-03,0.0,-0.0,0.0,0.0,0.0
2021-06-04,-0.0,0.0,-0.0,-0.0,-0.0
2021-06-07,-0.0,-0.0,-0.0,-0.0,-0.0
2021-06-08,-0.0,0.0,-0.0,-0.0,-0.0
2021-06-09,-0.0,-0.0,-0.0,-0.0,-0.0
2021-06-10,-0.0,0.0,-0.0,-0.0,-0.0
2021-06-11,-0.0,0.0,-0.0,0.005524140313593495,0.00552740235718413
2021-06-14,-0.0,0.0,-0.0,-0.010936922111956349,-0.01101193581340787
2021-06-15,0.0,-0.0,0.0,0.0032508525080272577,0.003312787319988575
2021-06-16,0.0,-0.0,0.0,0.002078747677485948,0.0020557369831111783
2021-06-17,-0.0,-0.0,-0.0,-0.027806471985563408,-0.027813051681715384
2021-06-18,-0.0,-0.0,-0.0,-0.014552214644525052,-0.014569924946353396
2021-06-21,0.0,0.002123628190705107,0.0,0.017696290958256977,0.017801769573206894
2021-06-22,-0.0,0.0011140241781315563,-0.0,0.0007635658284463331,0.0010444470813659734
2021-06-23,0.0,-0.0,0.0,0.004099199449040969,0.0037878605706015978
2021-06-24,-0.0,0.0,-0.0,0.010317612167249524,0.010376324346032861
2021-06-25,0.0,0.0,0.0,0.010434435388443464,0.010372908164008876
2021-06-28,-0.0,0.0,-0.0,-0.007633752899096957,-0.007683140071860162
2021-06-29,-0.0,-0.0,-0.0,-0.002917057408422463,-0.0028667817807319085
2021-06-30,0.0,-0.0,0.0,0.004565670650742926,0.004546798510052408
2021-07-01,0.0,0.0,0.0,0.005362193849497265,0.005310753364583143
2021-07-02,-0.0,0.0,-0.0,-0.004377170291751498,-0.004354500516915383
2021-07-06,-0.0,0.0,-0.0,-0.013492162358683113,-0.013141171417432207
2021-07-07,0.0,-0.0,0.0,0.0009405339207905761,0.0006579974965013613
2021-07-08,0.0,-0.0,0.0,-0.013893623445865644,-0.01395406589720033
2021-07-09,0.0,0.0,0.0,0.023818124016255493,0.02384504685114336
2021-07-12,0.0,0.0,0.0,0.008165057067618886,0.00811016645196494
2021-07-13,-0.0,-0.0,-0.0,-0.008382529261598992,-0.008330033064914089
2021-07-14,-0.0,0.0,-0.0,-0.004383302971903036,-0.0043015634579773865
2021-07-15,0.0,-0.0,0.0,0.005669274312211758,0.005670654620821114
2021-07-16,0.0,-0.0,0.0,-0.008575696231972796,-0.008715010994284678
2021-07-19,0.0,-0.0,0.0,-0.018505507610358907,-0.018421132314044575
2021-07-20,-0.0,0.001803092225202918,-0.0,0.018494943192755353,0.0184165814717811
2021-07-21,-0.0,0.0010005132336269318,-0.0,0.013376568909318765,0.013377981090367252
2021-07-22,-0.0,0.0,-0.0,-0.010994663121427162,-0.011027632136737242
2021-07-23,-0.0,0.0,-0.0,-0.0023050163318214523,-0.0020922269941069938
2021-07-26,0.0,-0.0,0.0,0.0053976466232731335,0.005290592176452835
2021-07-27,0.0,-0.0,0.0,0.0027125308709856077,0.0027144875599539597
2021-07-28,-0.0,-0.0,-0.0,-0.0004520673967172151,-0.00038735681919932485
2021-07-29,-0.0,0.0,-0.0,0.0089899489129327,0.008845860607939848
2021-07-30,-0.0,-0.0,-0.0,-0.0,-0.0
2021-08-02,0.0,-0.0,0.0,0.0,0.0
2021-08-03,0.0,0.0,0.0,0.0,0.0
2021-08-04,-0.0,-0.0,-0.0,-0.0,-0.0
2021-08-05,-0.0,0.0,-0.0,0.0,0.0
2021-08-06,0.0,-0.0,0.0,0.0,0.0
2021-08-09,0.0,-0.0,0.0,0.0,0.0
2021-08-10,0.0,0.0,0.0,0.0,0.0
