Date,ZScore
2022-09-20,1.2194440066906298
2022-09-21,0.6360366180090179
2022-09-22,0.8215358294807398
2022-09-23,0.22289084234226034
2022-09-26,-0.2773826403986225
2022-09-27,-0.8225826620460349
2022-09-28,0.28960128545370917
2022-09-29,0.23389912032223104
2022-09-30,0.06361466809160131
2022-10-03,0.3600795839449676
2022-10-04,0.7058049990030045
2022-10-05,0.1860746103898349
2022-10-06,-0.24545201629573668
2022-10-07,0.2543920116415074
2022-10-10,0.9551601992020767
2022-10-11,1.5300640185956385
2022-10-12,1.4276931103638606
2022-10-13,1.7969666309937418
2022-10-14,1.661586357619061
2022-10-17,1.7069460907401885
2022-10-18,1.9475840360590586
2022-10-19,1.608748787503893
2022-10-20,0.7243129668808856
2022-10-21,1.0361898878690388
2022-10-24,1.2846795374556412
2022-10-25,1.1549820355279434
2022-10-26,1.847718547058879
2022-10-27,2.025820254123078
2022-10-28,1.3077679343961606
2022-10-31,1.507009312477838
2022-11-01,1.669154249031235
2022-11-02,1.9273751955109726
2022-11-03,2.9248154318075326
2022-11-04,3.015301859359728
2022-11-07,2.662502141563511
2022-11-08,2.3681595169633387
2022-11-09,2.260291622421379
2022-11-10,1.421618323768418
2022-11-11,0.9124139290538936
2022-11-14,0.8083347435159531
2022-11-15,0.5694538220864761
2022-11-16,1.0176396044996434
2022-11-17,0.7537644903961086
2022-11-18,1.0325907250411428
2022-11-21,1.4301252958771669
2022-11-22,1.3687511722003964
2022-11-23,1.1447680438717882
2022-11-25,1.4857216205320711
2022-11-28,1.4807280766658435
2022-11-29,1.8325269845325918
2022-11-30,1.2696574265524339
2022-12-01,0.9953905546789846
2022-12-02,1.209670343890563
2022-12-05,0.9401099488685162
2022-12-06,1.1071576212984855
2022-12-07,1.1875941611560275
2022-12-08,0.7471708568640049
2022-12-09,0.5365838914468694
2022-12-12,0.30626431887991995
2022-12-13,0.20397176828803135
2022-12-14,0.1759757439316006
2022-12-15,0.5214521508804684
2022-12-16,0.34826720934561284
2022-12-19,0.5461406377463776
2022-12-20,0.4767371396856794
2022-12-21,0.661703248091411
2022-12-22,1.1222861215892546
2022-12-23,1.503553058481568
2022-12-27,1.7918652388328236
2022-12-28,1.7575130236721062
2022-12-29,1.3849492494112665
2022-12-30,1.219824809732243
2023-01-03,1.522024355658523
2023-01-04,1.9392815835015393
2023-01-05,2.339638087625733
2023-01-06,2.2772793622288137
2023-01-09,1.2170261900064
2023-01-10,1.381446810651455
2023-01-11,1.2763201970417648
2023-01-12,1.0267273539207258
2023-01-13,1.056265547589553
2023-01-17,0.4549144133419165
2023-01-18,-0.204609481709089
2023-01-19,0.02612263221456422
2023-01-20,-0.37975012480446274
2023-01-23,-1.1696454275987394
2023-01-24,-1.0974590445991934
2023-01-25,-0.881306249703488
2023-01-26,-1.071978111805708
2023-01-27,-1.2157346858147968
2023-01-30,-0.9156047479407814
2023-01-31,-0.5978106286253789
2023-02-01,-1.5412668261815152
2023-02-02,-2.394934684079075
2023-02-03,-2.452934532576511
2023-02-06,-1.9025535037084893
2023-02-07,-2.3422320640754495
2023-02-08,-2.2989495531460906
2023-02-09,-2.6169581721565383
2023-02-10,-1.8875909759658551
2023-02-13,-1.947541707843496
2023-02-14,-2.2225650800824077
2023-02-15,-2.2801825609220097
2023-02-16,-2.1004045319808813
2023-02-17,-1.515628749790047
2023-02-21,-1.5256957163377862
2023-02-22,-1.5741878953566073
2023-02-23,-1.948760014838575
2023-02-24,-1.676736596242799
2023-02-27,-1.6084146858869441
2023-02-28,-1.7311713158751574
2023-03-01,-1.5075235900807957
2023-03-02,-1.5318972234105923
2023-03-03,-1.4890321855164539
2023-03-06,-1.53102240367447
2023-03-07,-1.8247630152269165
2023-03-08,-1.9787850646578955
2023-03-09,-2.204388829268796
2023-03-10,-2.0142731376674865
2023-03-13,-2.1839018049244188
2023-03-14,-2.0966972345958386
2023-03-15,-2.2403886157441733
2023-03-16,-2.2738255816458586
2023-03-17,-2.5191309235142105
2023-03-20,-2.076913366861548
2023-03-21,-1.8151058388540813
2023-03-22,-2.0033454241608695
2023-03-23,-2.2010396363033737
2023-03-24,-1.9155313296577148
2023-03-27,-1.6076387270543693
2023-03-28,-1.4964426035548397
2023-03-29,-1.4914381007822948
2023-03-30,-1.519483775508253
2023-03-31,-1.4239837148416374
2023-04-03,-1.2254705262714745
2023-04-04,-1.203139798088911
2023-04-05,-0.9085300758808006
2023-04-06,-0.8915916910034277
