Date,Beta,Alpha
2023-01-09,1.2536180051852295,1.2875164235861094
2023-01-10,1.2537568557941843,1.2875548098375114
2023-01-11,1.2538098988899375,1.2875676088711765
2023-01-12,1.253804708749315,1.2875664339882056
2023-01-13,1.2537866662216353,1.2875624760657063
2023-01-17,1.2536906784634625,1.2875422173182494
2023-01-18,1.25359938544033,1.2875203795098245
2023-01-19,1.2535916233222233,1.2875183128603187
2023-01-20,1.2534248800760166,1.287483445027171
2023-01-23,1.2530883264905293,1.2874281305062498
2023-01-24,1.2527798012700448,1.2873752412149944
2023-01-25,1.252511753694981,1.287327221982207
2023-01-26,1.2521638787351486,1.287274632953899
2023-01-27,1.251796750371388,1.2872208790329092
2023-01-30,1.2515657361985917,1.287176985485151
2023-01-31,1.2512975735459324,1.287133351399155
2023-02-01,1.2508385573831933,1.2870786175033142
2023-02-02,1.250161890159345,1.2870317744506337
