Date,GDX,GLD,IVV,KBE,QQQ,SPY,VDE,VGT,XLE,XLF
2021-03-05,27006800,12821600,6516000,4568900,121523700,152039600,2559100,8107200,112395800,109299800
2021-03-08,16400600,12134900,3885700,9984100,88409800,123149200,2000500,6212800,100610000,90538200
2021-03-09,26861900,10382600,3586900,4399100,80391100,113633600,1409900,8612800,118889600,117224600
2021-03-10,14539000,7962000,3426300,3718300,76798100,109899400,1742300,5149600,78416600,73269300
2021-03-11,21841600,6749200,2818100,2753100,53484800,86245000,1452400,4308000,50797400,50904800
2021-03-12,19710900,8608500,3389300,4073500,69315600,64653600,1137100,3212000,59786800,68126000
2021-03-15,21446200,8104500,2327600,3629000,42955700,73427200,1324700,3540000,60452600,57836400
2021-03-16,16996000,7547400,3722000,3115000,54925900,73722500,1146600,5140000,77287000,67373600
2021-03-17,24753100,12626700,4506200,3767200,78258700,97959300,873500,4605600,64552200,64051100
2021-03-18,18849800,8711100,4822200,6452000,82718100,115349100,2345200,3854400,87207200,96690500
2021-03-19,17791400,6868900,6090800,7673600,78446200,113624500,948800,3244000,81158600,98510500
2021-03-22,14935300,5240000,3791600,4527700,56194800,73778600,903700,7044800,59561800,68170600
2021-03-23,17838700,6048300,5846500,3382700,53455400,90686600,1412700,2420000,103196200,70441900
2021-03-24,14319300,6183700,6597400,3586500,64803700,97588600,1280200,2912800,81630800,63357100
2021-03-25,16091700,8398600,5574700,3616900,78729000,116128600,1218700,3504000,80670200,60532600
2021-03-26,15938700,6153900,3625900,6348500,63519600,114409100,1211900,2932800,72348600,53779900
2021-03-29,13768300,8409300,3798400,4504600,54608000,108107600,1058800,3452000,47286200,71777800
2021-03-30,25441900,8353200,3612900,3971800,44635700,76262200,1023300,2256800,53392200,55011400
2021-03-31,29139800,10623800,5233300,2960600,55032500,112734200,1484200,3500000,48097400,51138300
2021-04-01,27485600,7105200,7301000,2754600,55685600,99682900,1423300,3245600,65039600,51690100
2021-04-05,18197300,6163800,5645400,3299000,42172500,91684800,1367500,4255200,53372200,51790700
2021-04-06,21175700,6761200,3624100,2298900,33537200,62021000,750600,2087200,53257800,41336800
2021-04-07,18181900,5436000,2974600,1861000,32046400,55836300,660500,2060800,49888600,38660800
2021-04-08,19841100,6574500,4125500,1936400,29940800,57863100,920200,3368800,63766600,39927400
2021-04-09,11232300,6657900,3052100,1720800,36664900,61104600,869500,2572800,44373400,40133700
2021-04-12,15536200,4896700,2980500,2101000,25833000,56704900,1161200,2897600,39196200,44435500
2021-04-13,22275900,6995900,8665300,2202100,30374000,56551000,763600,3532800,44825400,39950900
2021-04-14,14033700,6312300,3981200,2843600,42564300,61659900,807000,3935200,66767800,44065300
2021-04-15,31132500,8250600,4443800,3113300,36342800,60229800,645600,3339200,49686200,55483500
2021-04-16,18939300,10057600,2707100,1903900,40860100,82037300,493300,2580800,57189000,39115700
2021-04-19,12133700,5721700,4418700,2180900,34533100,78498500,709300,2954400,40827800,31172300
2021-04-20,22560000,6532000,6145200,3041100,38081800,81851800,1457000,3850400,72574000,50227700
2021-04-21,18613600,8380200,3875800,2128000,36598100,66793000,668600,5244800,56991000,39680000
2021-04-22,18554100,7680100,6300000,2486600,45936100,97582800,703600,4720000,50062800,43611200
2021-04-23,10513900,7106400,4565600,2288200,36381900,73209200,568100,1837600,33897800,50437700
2021-04-26,9254200,4786600,4583400,1448200,30812000,52182400,829600,3492800,35891800,43749700
2021-04-27,16330800,5363500,3281000,3870600,33187200,51303100,644000,3612800,42268800,50852400
2021-04-28,20209800,6932200,5500200,1882800,33615700,51238900,857000,3096800,65874000,35771700
2021-04-29,23574800,9067600,4089200,1743400,37708900,78544300,903800,3200000,66042400,48573000
2021-04-30,20959000,6248700,4920000,1715200,38263400,85527000,753400,2964800,58519000,43940900
2021-05-03,31858500,9014700,4672100,1775900,29729700,68128300,700700,4212000,45740000,33317300
2021-05-04,19222300,10267400,6946800,2365700,65147000,101591200,876700,5891200,53917600,66939700
2021-05-05,19052300,5950000,4242000,1747800,46219300,60162200,531800,1647200,79621200,38954200
2021-05-06,33315100,13574100,5376900,5091300,46814300,74321400,883100,3889600,58710400,43332900
2021-05-07,28018400,14748600,4679900,1895300,53324500,67733800,855600,2437600,63196200,64616700
2021-05-10,24645400,8276600,4645900,1371200,60700500,81852400,1887300,3597600,68998000,56341100
2021-05-11,19510800,8348200,10330800,2988200,71963600,116888000,1578500,6448000,113531800,82723700
2021-05-12,23166300,12666300,7589000,5020600,91164900,134811000,1093300,6810400,82195600,97911900
2021-05-13,14635100,8078300,6956400,4119200,69877800,106394000,1260100,3992000,79698200,66882600
2021-05-14,19785900,9686800,3587500,2786100,44370000,82201600,1450800,2633600,57183600,44850200
2021-05-17,44330800,11956800,2985600,1918500,39395000,65129200,1011500,2685600,67404200,40376700
2021-05-18,22379000,7294000,3348400,2139300,36528500,59810200,751500,3141600,70435400,40299200
2021-05-19,34676400,20741100,5670900,2358300,66319100,106467100,1027300,2688000,87969600,63573900
2021-05-20,17187800,9802800,3770400,1422800,46466100,78022200,842600,2498400,56522600,59216100
2021-05-21,15441300,7677200,4147900,1830400,50330400,76578700,621800,2177600,50539800,44950300
2021-05-24,11962100,5557300,2732000,5421400,32475800,51376700,655300,5909600,48020400,29159600
2021-05-25,18295900,8986900,4238500,2452700,31280300,57451400,772800,2137600,48558600,38755900
2021-05-26,17944700,8495400,3000800,2194500,25444900,43088600,548000,2072800,39554400,38601900
2021-05-27,15494100,7993000,3719400,2583400,27931700,56707700,416100,1900000,39053600,39789500
2021-05-28,12656400,9967000,3280900,1664900,29927400,58520200,608700,1802400,37125400,39265000
2021-06-01,14270600,9143300,3739600,2624900,31145400,54216600,1145000,3530400,72570200,35710700
2021-06-02,11231600,6613100,2669700,2848500,22047900,49097100,1083500,3008800,67893400,37537500
2021-06-03,32174200,10153900,3140800,1658800,37057800,58138800,842500,3086400,58761600,54877500
2021-06-04,16937400,8375300,2586300,1490500,38736500,55938800,845200,2740000,52658800,27250900
2021-06-07,13293100,7709100,4254700,2039500,32611900,51555000,859800,4038400,40070400,37401800
2021-06-08,17455800,5905800,3667200,1968100,27282800,47134300,903000,1862400,57553000,47747700
2021-06-09,14511100,6346100,3653800,1645600,21485300,48436300,741800,1462400,56052200,40776200
2021-06-10,22342300,9896600,3075700,4152700,33702100,51020100,919500,2942400,57353800,53775500
2021-06-11,18857300,7836900,2166700,3533900,21222800,45570800,957700,2219200,38091400,40416700
2021-06-14,15826400,7733600,2158800,3579400,27827700,42358500,1107700,2420000,37745000,50613400
2021-06-15,17405700,7550200,4528500,9652800,35963800,51508500,916700,2441600,64285000,51315100
2021-06-16,29702900,16919700,4771800,3771600,55399500,80386100,970200,4434400,60786400,84961100
2021-06-17,69043900,27232200,4336300,5539400,59722700,90949700,1630900,11313600,106941800,97659900
2021-06-18,34367700,15744300,7290700,7044200,55414900,118676300,1403500,7348000,113812200,180960000
2021-06-21,25070600,8371000,4111000,4209200,32992600,72822000,1250400,4687200,84366800,89831400
2021-06-22,17989800,7223900,4447800,1937300,28941600,57700300,780800,2716800,48344400,42576400
2021-06-23,22658200,8474300,2744100,2542500,27188500,49445400,634000,2051200,40553000,48094900
2021-06-24,17146600,6903400,4817200,1825600,32581600,45110300,766400,2784800,41756800,42942800
2021-06-25,14417300,7473700,4171500,4178500,28682800,58129500,576000,2283200,38330000,56845000
2021-06-28,19354800,6508900,4015300,2146600,39130300,53159600,790900,3522400,65702800,70250700
2021-06-29,15484500,7451400,3324400,1889200,29426000,35970500,1041000,6235200,31911000,61051200
2021-06-30,15159300,7955800,6888500,2183500,32724000,64827900,653400,4003200,47034000,42414100
2021-07-01,12172200,7430500,3655400,2594600,29290000,53441000,916100,3461600,47251600,36615600
2021-07-02,14496600,7873600,3920000,1655100,32727200,57697700,481600,3036800,30471800,27018400
2021-07-06,19947100,7932100,4966700,2613600,38842400,68710400,986200,3208800,68446200,49225300
2021-07-07,14493700,7108900,4430900,4223300,35265200,63549500,983800,8687200,60823800,43747100
2021-07-08,27118300,7244300,6456900,5378000,50890000,97595200,884900,4490400,49379800,75084200
2021-07-09,18204500,4997400,4312100,3012200,35184500,76238600,639400,2294400,51206000,70546500
2021-07-12,20292400,7315400,4879900,2776600,25717700,52889600,2738100,9924800,41353000,62953400
2021-07-13,21065700,7040300,4525400,2657300,39723000,52911300,925100,10911200,49786800,44476200
2021-07-14,15714200,8830300,3996400,2739600,35336400,64130400,1097400,3155200,66999400,69632700
2021-07-15,14196100,6520100,3978900,2528500,53391600,55126400,1247200,3946400,59670800,53977600
2021-07-16,28735000,9460300,4009300,2265100,47262000,75874700,1309800,3323200,74253800,56160700
2021-07-19,29921500,6707400,10288400,4668100,64404600,147987000,3126700,5864800,114994800,89972200
2021-07-20,17990800,6540100,8433200,11080600,42183700,99608200,3834700,7271200,83342000,70635800
2021-07-21,15417900,4622600,4581700,3025900,30259900,64724400,1419600,11828800,82042600,59975000
2021-07-22,15667800,4793600,3918100,1857200,30252200,47878500,1725900,2611200,47270000,35292300
2021-07-23,12587700,5831500,4093700,1191000,31960800,63766600,1069000,3440800,46951800,36766900
2021-07-26,13565000,5229800,3114700,3536200,28438100,43719200,1493500,2535200,47266200,25396000
2021-07-27,14112900,6300200,4245800,2374400,57933100,67397100,1300700,13480800,46888400,38988400
2021-07-28,16424400,7905800,4454700,2809200,42066200,52472400,890300,2940800,39169200,42908200
2021-07-29,29054900,8119600,3626700,2992400,25672500,47435300,1124400,4775200,43794000,41434200
2021-07-30,12405300,7391700,2730700,2342400,36484600,68951200,1231600,2056800,49600600,52385300
2021-08-02,11315800,10783200,3485700,5847300,27334100,58783300,1247300,3688000,57810800,47589900
2021-08-03,11237300,5402300,3191800,3135400,35558500,58053900,1359400,2352000,64302000,42169600
2021-08-04,16927200,9796300,3126000,2101200,29602200,46732200,1272500,3040800,64523800,52346400
2021-08-05,14194100,8015000,2741200,2358000,21443900,38969700,1708400,1587200,45800000,37168200
2021-08-06,34008700,13547600,2660300,4049900,33332100,46930000,931600,1864000,36214800,58081000
2021-08-09,29020200,11547000,1690100,2374700,25960200,41222600,1053400,1789600,42193400,48015600
2021-08-10,23545600,6870800,2650400,2532500,35130800,43339300,933600,3052000,53283000,40907400
2021-08-11,22827000,7382400,3293900,2484700,34249800,44034300,1108000,9620000,47686200,48372100
2021-08-12,17913100,5211700,4714000,2062200,25969200,38909400,641300,1752000,36517200,44566400
2021-08-13,16207000,7466900,2944500,2269500,19336200,39470300,758300,1634400,33050800,43077200
2021-08-16,12143000,7776500,3331500,2067400,34856900,73740000,975200,2447200,48258400,48011800
2021-08-17,20321200,7107000,7122900,2121900,44793900,92673900,1078700,2999200,51108200,52414800
2021-08-18,32163200,7697900,5144200,1933900,38541900,89351900,1161600,2657600,56305800,39550400
2021-08-19,24668400,6934300,4817200,2819000,48499400,92812200,2666200,3270400,99256200,48961300
2021-08-20,18101500,7154000,4661000,1620900,39486000,72008700,1235900,3579200,61587600,33898600
2021-08-23,34967700,8190500,4093700,2333900,34034700,54973000,1029400,3030400,58704400,28807400
2021-08-24,12994500,4519200,2899000,1505300,21732900,38744700,975700,2639200,45382200,37677300
2021-08-25,20259400,5588800,3255100,2038800,20441900,40529700,784800,3656800,39817600,47904800
2021-08-26,18155600,4371900,3621800,2097800,29133300,57829600,716800,1985600,41465400,38484300
2021-08-27,43782900,10036400,4033900,2390300,27104700,77235100,877100,1859200,46202600,38511100
2021-08-30,17423200,3768600,2433000,1789200,27295700,48357400,692300,2983200,31817800,30096500
2021-08-31,23492700,6336000,3277900,2497500,29628200,59300200,830700,14336800,53873200,49876200
2021-09-01,17135600,4764900,3788400,1983100,28138300,48721400,877900,4304800,63459800,43976200
2021-09-02,14716700,4599800,2695200,2092400,25453400,42501000,1081400,2580800,61635400,29611500
2021-09-03,27203900,8353300,2622100,2853600,24605400,47170500,616600,2078400,39162800,34847500
2021-09-07,23521600,10004600,2433700,3442900,23970200,51671500,726800,3236000,42472800,39214900
2021-09-08,18090100,6576000,4076800,1930300,32949200,56181900,855400,2915200,43798400,32523900
2021-09-09,20938800,6641400,3851600,3097200,29399000,57970400,790100,1964000,50529600,33421000
2021-09-10,16890300,7426300,3024000,1994900,40249400,89948200,616400,3044000,37513000,39350500
2021-09-13,24638000,5474300,3007400,3255800,48741800,83738600,1694800,9537600,68499600,40357300
2021-09-14,17580100,7922900,3663700,2645600,41826600,78197100,764800,13045600,58935800,45670600
2021-09-15,13130900,5624900,5473300,2252300,34097900,78792200,912000,2414400,76695000,36371300
2021-09-16,54399900,11780400,2269300,2266500,35193100,77786700,635300,1963200,60643800,42630200
2021-09-17,26397400,8369700,4722800,6572100,60912300,118425000,683000,2631200,64459000,82987200
2021-09-20,26368700,7566600,10006500,3304500,76203200,166445500,1181700,18233600,85660000,95008800
2021-09-21,23278500,7181500,6327300,1565100,41927500,92526100,1305700,2737600,51323400,45837600
2021-09-22,26826400,9777800,4929000,2983400,46972900,102350100,929100,2617600,79252200,58347800
2021-09-23,28658400,8451900,4244500,2306400,44652000,76396000,833700,2852000,49734200,71805000
2021-09-24,14285400,6937500,3435000,1986400,36056800,62094800,797000,13228800,55503000,48066100
2021-09-27,16001600,4943000,3175900,2820700,43338100,61371100,1402800,3009600,81697400,58794500
2021-09-28,35629500,9282800,7588700,3509200,97701600,130436300,1450200,11592000,132975200,96152700
2021-09-29,34065800,8360700,4173900,4028100,58076600,82329200,1076800,5506400,69894400,49882500
2021-09-30,29802700,10572900,7695900,3433400,61384600,140506000,1757200,3704000,89198800,73319300
2021-10-01,20670200,6654700,6783700,2764200,56375500,129240100,1192300,5496800,83312000,70444000
2021-10-04,25250600,7651700,7911000,3204500,76766000,128570000,2612300,6989600,114815800,69772700
2021-10-05,21309600,5617300,4738500,2787700,47232900,90682500,1474000,3806400,98029600,56058400
2021-10-06,28606900,6067200,5125700,2350700,56806500,113032200,1439200,15153600,100174800,63405900
2021-10-07,18266900,4791500,4110900,2335300,39411200,72437500,923300,13247200,77596200,53295600
2021-10-08,28715200,8536100,3056500,2023100,41822300,74557400,1569000,1992000,86200400,38607500
2021-10-11,17432600,3820100,2829000,1826900,34847200,65233300,1539000,2056800,86021400,50748300
2021-10-12,25183500,5453000,4986700,2043600,43905100,71181200,1414800,1818400,71038200,58527700
2021-10-13,36491500,11113800,5343000,2294000,40120800,72974000,2041600,4864800,57902600,72105100
2021-10-14,25068100,5081400,3592600,2144700,43433900,70236800,892700,4765600,46786600,51893500
2021-10-15,19730700,8699200,3719900,2890900,40419900,66260200,951700,3180000,45354800,58411100
2021-10-18,15584500,4029600,2692900,2128800,34513500,62213200,1473300,2668800,65257600,56312700
2021-10-19,13999700,6588500,2727800,3005700,29091000,46996800,852600,2967200,44552600,33082600
2021-10-20,15369500,5022000,2735800,2688200,31390300,49571600,1122400,5694400,50212600,44670200
2021-10-21,13482600,4412400,4878900,2090600,25469300,41305400,1080700,3289600,64241800,35067600
2021-10-22,29547100,10703900,3756600,1730300,36275800,58845100,626600,2197600,43005000,41458200
2021-10-25,16885100,4881300,2065700,2189200,32597800,45214500,993200,2136000,50112200,33121000
2021-10-26,14855600,6658900,2550500,1297400,47191300,56075100,912300,3009600,45503200,41586900
2021-10-27,14192900,5823100,2507100,2546900,45760500,72438000,1025300,2315200,68007600,62449500
2021-10-28,16147300,7000700,2464700,1447500,38007000,51437900,805100,2087200,46735000,44566600
2021-10-29,19838500,7531900,4175200,1749500,37310100,70162400,912300,2259200,43997800,42092000
2021-11-01,13055100,4975600,2914800,2724000,30765300,48433600,929400,2984000,49656800,37503800
2021-11-02,13406500,3760700,3282800,1154900,25135300,48908400,800200,2547200,34125400,31436800
2021-11-03,19631400,9055200,2916100,2337900,33748900,52509800,981400,2428000,46674800,42946800
2021-11-04,20728600,6656100,3039900,1941900,40265300,52847100,1174800,2464000,76363200,48279700
2021-11-05,23291800,9368900,4361100,1533500,43383800,66390600,934400,2806400,45207000,57866300
2021-11-08,16769000,4966100,2963000,1773900,29256300,50405200,960500,2640000,40022400,32864600
2021-11-09,15970100,5781200,3519000,2153200,50490700,51149100,940600,2844000,39378000,48420400
2021-11-10,41093000,11461800,4230300,3624000,54937400,69429700,1041000,12805600,72033000,60695100
2021-11-11,25332800,5959600,3460000,1419700,32243000,34848500,804400,2166400,48996600,31438900
2021-11-12,16472200,7894800,2710400,2587600,34730600,53466700,680400,2932000,34190000,39218800
2021-11-15,12670000,5630800,2947100,1367200,33716900,46980500,750100,3277600,42751400,30081100
2021-11-16,17878700,8667300,3959200,1927500,27872900,48857500,856600,2513600,40958800,32599500
2021-11-17,15595600,6523100,4846100,2914500,28703300,47858300,1098100,10189600,47339000,53557200
2021-11-18,16487300,6252000,2910900,1568200,45721500,50625600,1070700,3549600,57911000,42990100
2021-11-19,22133100,8785600,3349800,1668700,45191700,57315600,4115400,9458400,91379600,71858100
2021-11-22,29994000,13091900,4285400,3095500,61715400,72762000,1452400,7038400,67785800,81965800
2021-11-23,20537700,8047800,8482500,1784700,70098700,73206500,1030500,10875200,67724600,61571200
2021-11-24,13253000,5359500,4664100,1519800,46954400,61858800,1353700,3496800,42868600,40410300
2021-11-26,21061800,9605200,7263800,2823000,51533300,112669600,1822300,4521600,89454400,76492200
2021-11-29,15302700,7394900,5483000,2290700,54447100,86268800,1362900,4714400,70882400,79316500
2021-11-30,30280600,12925300,9778400,3897300,81332700,148559600,2240200,5407200,92524000,121263700
2021-12-01,30323900,7808600,7936500,3140000,77766500,131939200,1944300,4491200,89549600,101946500
2021-12-02,27617300,9604100,10040900,3065600,84416600,127637800,2414300,6696800,100743800,98076400
2021-12-03,21055600,9507900,9923900,3562800,105349100,137331600,2380400,8196000,75880200,97178200
2021-12-06,16423300,4813600,6552900,3337100,67588800,98977500,2466400,4181600,63939000,69716600
2021-12-07,12973000,4900700,6659000,2837600,56005300,95484700,1533700,4040000,73686600,115475500
2021-12-08,9604700,4288900,4992000,1803100,39204000,72238800,1043300,2590400,47030000,53033200
2021-12-09,19843700,4913800,5550900,1704000,49973700,61272600,773400,2635200,46798800,45521100
2021-12-10,13045500,6450600,5628000,1577600,52545800,77159800,1031700,3232800,39051200,38900900
2021-12-13,23841300,6610700,8930000,2186300,50166400,87724700,1304800,3591200,57208000,44343000
2021-12-14,16925600,8637900,10305900,3152700,75199200,97264100,1501600,4748000,57597600,51734400
2021-12-15,34443000,14231200,7050800,3625200,73858000,116899300,2303400,3964800,67716200,70424900
2021-12-16,38341100,11186200,7865900,3505000,82591400,116568600,1579100,5015200,53731800,71156600
2021-12-17,25227600,9856900,8428300,5358900,80492500,135511600,2217200,3288000,69270200,97654400
2021-12-20,18245700,6973000,7001100,5987200,65336800,107134800,2078400,4557600,72661600,85242300
2021-12-21,15176000,4548500,6333000,3185200,48899500,69806300,1796400,3925600,50319400,57667900
2021-12-22,19852100,4672900,4833200,2520200,37042200,58890200,997200,2871200,42206200,49702700
2021-12-23,15213500,4551100,4368800,1097700,29595500,56439700,1006600,2410400,33370600,39057300
2021-12-27,11629800,4760300,4128500,1365700,32820700,56808600,754600,4098400,43484400,36120300
2021-12-28,15665100,4541900,4262300,1752100,33113700,47274600,809400,4147200,35877000,34055200
2021-12-29,13900900,5889700,3312100,1864000,32248500,54503000,802500,2932800,30218200,27150500
2021-12-30,14496700,5426300,4030600,1456000,23850100,55329000,790900,2676000,27180000,30089100
2021-12-31,12553700,7039300,3980100,1862200,34752900,65237400,770800,3200800,26482400,28497800
2022-01-03,18828900,9014400,5560300,2683100,40575900,72668200,1338000,4452800,65054200,49884400
2022-01-04,15468300,6965600,5452000,4277100,58027200,71178700,3049400,6572800,79957600,74210200
2022-01-05,26211100,8715600,7211400,5185000,75739800,104538900,2350500,7571200,90804000,76288400
2022-01-06,28579300,10902700,5959100,7572200,70814300,86858900,1791500,5833600,74681400,57725200
2022-01-07,19982900,8191900,7673600,6298800,72652300,85111600,1895900,14682400,71169200,62185500
2022-01-10,24142700,7026500,8975900,3744600,91770500,119362000,2279600,21678400,66473000,73620000
2022-01-11,20294700,8369000,7552000,3027000,68295700,74303100,1928800,4537600,76887800,60706300
2022-01-12,19838600,6280700,8938600,2433600,54576400,67605400,1734200,9529600,60496800,51560600
2022-01-13,15356900,7034200,5351100,3372800,77994000,91173100,1200100,4798400,59554000,51659600
2022-01-14,15586500,7865900,9652900,2494300,80121200,95890900,1599500,3944000,64801000,81135500
2022-01-18,16739600,9322800,9681700,3358900,75450900,109709100,2473900,5841600,82133400,82526700
2022-01-19,52590000,15784500,6260800,2745100,81791500,109357600,1533200,20037600,65978000,85975100
2022-01-20,26417600,9570500,8907300,3860000,88610700,122379700,1579100,5036000,83980800,80314000
2022-01-21,30274200,10982500,13981000,5748900,143388900,202271200,2692000,14998400,114539600,117914300
2022-01-24,32161600,15727700,18241000,6064200,198685800,251783900,2895800,49852800,124505600,169153300
2022-01-25,26669500,17382100,14720000,4035100,124398400,167997300,2295600,6684800,118434400,97364900
2022-01-26,38945900,17799400,14881700,4124000,146559500,186391100,3162000,31088800,130725400,106682000
2022-01-27,32087700,15867300,17529800,3319500,95255700,149878300,2047400,5246400,108901400,91498900
2022-01-28,25046400,9782500,13069600,2764400,108167900,164457400,3111200,7489600,105302400,79753600
2022-01-31,22555400,8539300,8537700,2958000,94326400,152251400,1962900,5448800,63298400,58740900
2022-02-01,16090400,9763900,8777800,3251000,74433000,123155400,2368500,12721600,90444600,64601500
2022-02-02,15417300,9085300,8744100,1650500,78777100,117361000,2339300,4036800,65197000,46649400
2022-02-03,17862600,10650800,7835200,3972400,95384800,118024400,1807600,5508000,61962600,50677000
2022-02-04,20375700,9619600,7108900,2290100,86318300,118454400,2042900,3656800,81733400,77792400
2022-02-07,24160500,7796900,6353200,1728900,58198100,84472900,1712500,2816000,65165000,52710400
2022-02-08,14835300,5802000,4955500,2513400,64720900,81012000,1910200,2191200,75764200,56921200
2022-02-09,19078700,8002800,7144600,2151800,55766400,92589900,1346800,9533600,70791400,67505300
2022-02-10,29800100,10693500,7476000,3022600,112468500,140103700,1460400,6132000,75643200,67260800
2022-02-11,42381000,25741500,9436900,5464500,101569100,153214600,2406500,11590400,93034000,77962800
2022-02-14,29274700,13650700,8249000,4045300,80254400,123006300,2547300,18080800,99633000,71521600
2022-02-15,25748600,12603600,6722700,2892000,55128800,88482700,1898600,2955200,86092200,55439600
2022-02-16,28483300,12772100,6315600,2075000,58947100,84863600,1836600,2640000,73444200,41168800
2022-02-17,45115400,18612500,6435600,2388500,61801400,102259100,2052600,3648800,67622800,59107800
2022-02-18,23469300,12760700,8059100,2723500,80001500,132642900,1545400,5171200,63291600,47816500
2022-02-22,23123900,14960500,9939000,3424900,85967100,124391800,2013000,17468000,93002800,60719700
2022-02-23,24488400,11772200,11345100,2964500,86215400,132578000,1959000,5747200,67958000,64169800
2022-02-24,51288800,32726000,19259900,5625400,130614100,213942900,3188500,18480000,123485800,143075700
2022-02-25,22922200,11530900,9651300,3514200,78842100,121804500,2373200,5364800,78423000,99127100
2022-02-28,25871800,16055800,11174000,5116400,77515500,145615000,2683000,4740000,96394200,107370200
2022-03-01,39068400,21942100,14288700,5784900,67407000,137785900,2571900,2845600,124231000,129873100
2022-03-02,26242100,19727200,8947200,6914900,70609000,117726500,2353700,2870400,90908200,88182500
2022-03-03,23492400,15164400,9927000,4041900,71089400,105501700,3128100,2960800,89119800,71952600
2022-03-04,40778000,22390100,8081100,6326100,76936300,113978200,2638100,3461600,105216800,105904100
2022-03-07,46921200,27951800,8790100,7453500,89933800,137896600,4433300,7074400,131214800,116046200
2022-03-08,80295600,47347700,14798500,10781900,116153900,164772700,4846700,14316000,196054400,114915000
2022-03-09,39938300,26839700,7703000,5494000,64723400,116990800,3725500,5316000,174036400,88716400
2022-03-10,29088600,18455200,8046600,3783900,69362700,93972700,2720900,7906400,137802600,71547300
2022-03-11,28285200,14824700,11299700,7200600,66228400,95636300,2982300,6370400,91837800,76788200
2022-03-14,38456800,13186400,8925100,9575500,79802600,95729200,3221300,8732000,101490000,70969700
2022-03-15,26134300,16962300,7882600,6007900,76471000,106219100,4236800,4068800,124724400,51828700
2022-03-16,28941600,17548100,7961700,7599600,105243000,144954800,2643100,5332800,107536200,87007600
2022-03-17,26488200,10954100,6514500,4353200,67810000,102676900,1883500,3284000,76956400,58266400
2022-03-18,30921100,13996500,5276000,5662900,85446300,106345500,1668700,4051200,58550800,82342500
2022-03-21,24683500,10582200,5679100,5050600,73799100,88349800,2048800,3904800,68714800,46828600
2022-03-22,17183900,9621800,5356400,3936000,63345900,74650400,1667700,3306400,66462200,61053100
2022-03-23,20446300,12557300,5558000,2698300,70615500,79426100,1558400,3107200,58663000,42142600
2022-03-24,21581000,10970100,3491500,2221100,53555300,64736900,1315600,2732000,52700600,30421500
2022-03-25,10075600,7911100,6909400,2478400,57584200,77101300,1204100,2457600,56083600,48613100
2022-03-28,21267700,9489700,4230300,2351600,56833900,68529800,881600,4117600,69760400,44761000
2022-03-29,18139800,10458900,5716800,2612300,68073000,86581500,1841000,15691200,73274000,67968600
2022-03-30,14993000,8361300,5738700,4754700,68757700,79666900,1029900,3304800,49736400,47405300
2022-03-31,17229800,9844400,6553400,3901300,67011400,121699900,1343200,4216000,65606600,66619600
2022-04-01,23745700,13034400,5257400,4476900,54527800,89048800,691000,2493600,49612600,68422500
2022-04-04,18744400,7063100,4052100,4120500,45950200,59601000,881300,2381600,46007400,134312400
2022-04-05,26451000,10828500,4425600,3032400,62738700,74214500,835400,5225600,54577200,56165700
2022-04-06,19222700,8942100,6035500,3971100,90077100,106898000,915200,4793600,64328400,55835100
2022-04-07,17500500,10140600,5313200,3722800,63777400,78097200,703000,2644800,54097400,53346900
2022-04-08,21664600,10655700,4962800,2992000,61956100,79272700,1654200,3554400,53426200,44672300
2022-04-11,20697500,10071300,4955000,2156300,66107400,89770500,1186600,3998400,52461000,54435500
2022-04-12,22313700,12024600,5272500,2918100,72790200,84363600,852700,21755200,63929400,67215400
2022-04-13,22805800,8651600,7292500,2747900,61367800,74070400,859400,4736000,49295800,57445600
2022-04-14,21680800,11567200,4409800,2646900,73519400,97869500,788400,3141600,51869400,68544200
2022-04-18,21406400,8886700,4631500,2337700,58560600,66002500,1428900,5383200,60913200,52748400
2022-04-19,23777100,12585600,5184900,2655600,56515700,77821000,827200,2947200,45727800,41519100
2022-04-20,23025900,7038600,4293900,2860800,65500000,65224400,583400,3241600,52079400,54635800
2022-04-21,42409900,9639800,5260100,3007000,75801000,85417300,992200,3677600,65157800,54998100
2022-04-22,33747200,9147000,7928900,2692400,82562100,132471800,797500,6024800,71499200,73170900
2022-04-25,38894700,13073700,7913100,3498300,101755900,119647700,1834500,5153600,110724400,91392800
2022-04-26,24442700,9042400,9574300,3644400,105819600,103996300,1218000,5703200,89168600,81457500
2022-04-27,15275400,8854700,9798300,4182300,111204200,122030000,1626500,13649600,89132600,81603000
2022-04-28,24486000,6381100,5563200,2807200,99450000,105449100,1246400,4564000,87469600,62680000
2022-04-29,20033700,7719700,8744800,3302700,91977900,145491100,1004200,4924000,79416200,74631700
2022-05-02,29034400,14318600,9393900,4105700,115511800,158312500,1289600,5693600,104141200,104408800
2022-05-03,19495900,7214300,7359700,3525000,78185500,100028200,1064600,3247200,83298800,73896300
2022-05-04,28204500,10491700,9572600,5617000,116083400,144247900,1443400,26319200,90767400,87794900
2022-05-05,35966800,12794200,11436800,4997700,154607400,172929100,1082000,6905600,93194000,101093900
2022-05-06,21303700,7643300,8978400,4915100,139572800,151770800,921200,14176800,94245600,99281900
2022-05-09,34739700,10742400,8724200,4560600,113387300,155586100,1309300,17486400,106044000,85922800
2022-05-10,25276200,11010400,10355200,5935800,124124600,132497200,4441200,13925600,113727800,107581200
