Date,GDX,GLD,IVV,KBE,QQQ,SPY,VDE,VGT,XLE,XLF
2020-01-02,27.2423038482666,143.9499969482422,296.4530029296875,39.59370422363281,208.08888244628906,296.1253356933594,64.30928039550781,29.735544204711914,23.188852310180664,27.546478271484375
2020-01-03,27.075231552124023,145.86000061035156,294.17279052734375,39.21773147583008,206.18280029296875,293.88299560546875,64.16845703125,29.4230899810791,23.119951248168945,27.253995895385742
2020-01-06,27.121639251708984,147.38999938964844,295.3356018066406,38.908599853515625,207.51129150390625,295.0040588378906,64.77092742919922,29.5208797454834,23.299856185913086,27.23626708984375
2020-01-07,27.38153076171875,147.97000122070312,294.52716064453125,38.64961242675781,207.48239135742188,294.1746520996094,64.54401397705078,29.517295837402344,23.238615036010742,27.05900764465332
2020-01-08,26.314117431640625,146.86000061035156,296.0260314941406,38.95036697387695,209.04185485839844,295.742431640625,63.33903884887695,29.828556060791016,22.8558349609375,27.23626708984375
2020-01-09,26.02638053894043,146.02999877929688,298.0247497558594,39.142547607421875,210.81320190429688,297.7477111816406,63.73027038574219,30.163667678833008,23.024259567260742,27.404666900634766
2020-01-10,26.406936645507812,146.91000366210938,297.19805908203125,38.71643829345703,210.27410888671875,296.89093017578125,63.25295639038086,30.098081588745117,22.89411163330078,27.20081901550293
2020-01-13,25.775768280029297,145.82000732421875,299.27850341796875,38.98380661010742,212.6999969482422,298.93280029296875,63.284278869628906,30.501169204711914,22.90176773071289,27.386940002441406
2020-01-14,26.230581283569336,145.69000244140625,298.8150329589844,39.04228591918945,211.86251831054688,298.4770202636719,63.323402404785156,30.33898162841797,22.90559959411621,27.333763122558594
2020-01-15,26.722518920898438,146.5399932861328,299.4873352050781,38.540992736816406,211.94915771484375,299.1515197753906,62.90870666503906,30.364023208618164,22.737171173095703,27.18309211730957
2020-01-16,26.61113929748535,146.30999755859375,301.9765319824219,39.0339241027832,213.98033142089844,301.6400146484375,62.939998626708984,30.780231475830078,22.775449752807617,27.42240333557129
2020-01-17,26.379091262817383,146.5800018310547,302.9759521484375,39.134185791015625,215.03929138183594,302.5788879394531,62.53311538696289,30.96270179748535,22.629995346069336,27.50216293334961
2020-01-21,26.871028900146484,146.74000549316406,302.3218078613281,38.68301773071289,214.94302368164062,301.9863586425781,61.17950439453125,30.917367935180664,22.224241256713867,27.271728515625
2020-01-22,26.7689266204834,146.7899932861328,302.3854064941406,38.64125061035156,215.51101684570312,302.0228271484375,60.60831069946289,31.044979095458984,22.009891510009766,27.35148811340332
2020-01-23,26.601852416992188,147.1199951171875,302.7578430175781,38.62453842163086,216.2041015625,302.3692626953125,60.29534149169922,31.198823928833008,21.925676345825195,27.280580520629883
2020-01-24,27.121639251708984,147.97999572753906,300.0051574707031,38.014617919921875,214.3846893310547,299.6802978515625,59.559844970703125,31.037822723388672,21.67304039001465,26.934925079345703
2020-01-27,26.99169158935547,148.99000549316406,295.1357421875,37.34623718261719,209.9564208984375,294.8764953613281,57.83061981201172,30.297245025634766,21.07207679748535,26.518356323242188
2020-01-28,26.276988983154297,147.66000366210938,298.279052734375,37.67207717895508,213.18138122558594,297.96661376953125,58.198360443115234,30.873247146606445,21.16777229309082,26.828567504882812
2020-01-29,26.787494659423828,148.4600067138672,298.0701599121094,37.28776168823242,213.5278778076172,297.7203674316406,57.57242202758789,30.904260635375977,20.945758819580078,26.784255981445312
2020-01-30,26.666828155517578,148.47000122070312,298.969482421875,37.6804313659668,214.28839111328125,298.68670654296875,57.940162658691406,31.151121139526367,21.11418342590332,27.121051788330078
2020-01-31,26.90815544128418,149.3300018310547,293.6549377441406,36.92015075683594,210.89024353027344,293.26318359375,56.23442459106445,30.312742233276367,20.455795288085938,26.55381202697754
2020-02-03,26.509035110473633,148.36000061035156,295.7625427246094,37.329524993896484,214.07659912109375,295.44171142578125,55.54587936401367,30.69317626953125,20.18785285949707,26.73993492126465
2020-02-04,26.035659790039062,146.42999267578125,300.3503723144531,37.87260055541992,218.9765625,299.944580078125,55.67107391357422,31.495779037475586,20.26058578491211,26.996967315673828
2020-02-05,26.035659790039062,146.61000061035156,303.6935119628906,38.74150848388672,219.6985626220703,303.4082336425781,57.814979553222656,31.644847869873047,21.02231216430664,27.537612915039062
2020-02-06,26.360525131225586,147.39999389648438,304.8564758300781,38.36553192138672,221.59500122070312,304.42926025390625,57.16554260253906,31.898868560791016,20.807952880859375,27.50216293334961
2020-02-07,25.924280166625977,147.7899932861328,303.2030334472656,38.0564079284668,220.64195251464844,302.8067626953125,56.664791107177734,31.600723266601562,20.662500381469727,27.404666900634766
2020-02-10,26.351242065429688,148.1699981689453,305.44696044921875,38.03969192504883,223.30856323242188,305.0672607421875,56.21876907348633,31.99427604675293,20.55915069580078,27.48443603515625
2020-02-11,26.38837242126465,147.66000366210938,306.01019287109375,38.357177734375,223.34703063964844,305.59600830078125,56.80562210083008,31.935834884643555,20.788818359375,27.58193016052246
2020-02-12,26.100635528564453,147.5399932861328,307.97247314453125,38.357177734375,225.52267456054688,307.5649108886719,57.627197265625,32.275718688964844,21.06825065612793,27.59965705871582
2020-02-13,26.286270141601562,148.3800048828125,307.59088134765625,38.52427673339844,225.2338409423828,307.2367248535156,57.384613037109375,32.210121154785156,21.003175735473633,27.590789794921875
2020-02-14,26.276988983154297,149.0,308.03607177734375,38.2819938659668,225.87887573242188,307.7289733886719,57.11076354980469,32.34010314941406,20.892166137695312,27.62624740600586
2020-02-18,27.130922317504883,150.91000366210938,307.30023193359375,37.7890510559082,225.96546936035156,306.9359130859375,56.63346862792969,32.222049713134766,20.719921112060547,27.386940002441406
2020-02-19,27.613576889038086,151.7899932861328,308.77197265625,38.014617919921875,228.1314239501953,308.4034118652344,57.39246368408203,32.582210540771484,20.995519638061523,27.590789794921875
2020-02-20,27.613576889038086,152.41000366210938,307.5090637207031,38.41566848754883,226.01361083984375,307.136474609375,57.408103942871094,32.280494689941406,20.972553253173828,27.537612915039062
2020-02-21,28.44894790649414,154.6999969482422,304.3476867675781,37.89766311645508,221.67202758789062,303.9734802246094,56.617835998535156,31.564937591552734,20.723743438720703,27.271728515625
2020-02-24,28.820220947265625,156.08999633789062,294.1909484863281,36.71961975097656,213.1236114501953,293.8920593261719,53.90274429321289,30.27338981628418,19.766794204711914,26.385419845581055
2020-02-25,27.817781448364258,153.3000030517578,285.3696594238281,35.23246383666992,207.32838439941406,284.9864807128906,51.53192901611328,29.310983657836914,18.894054412841797,25.49024200439453
2020-02-26,27.724964141845703,153.97000122070312,284.27032470703125,34.68103790283203,208.39694213867188,283.938232421875,49.94355773925781,29.378963470458984,18.323707580566406,25.30411720275879
2020-02-27,26.128480911254883,154.0,271.3700866699219,33.302490234375,197.96170043945312,271.1861572265625,47.15804672241211,27.858436584472656,17.343791961669922,24.222820281982422
2020-02-28,24.33707618713379,148.3800048828125,268.826416015625,32.37508773803711,198.11570739746094,270.0467529296875,47.830955505371094,28.10291290283203,17.328479766845703,23.56694984436035
2020-03-02,25.330236434936523,149.1999969482422,281.99017333984375,33.8121452331543,208.3391571044922,281.7415466308594,49.129825592041016,29.5781192779541,18.02897071838379,24.772329330444336
2020-03-03,26.62041664123535,153.88999938964844,273.9047546386719,32.50042724609375,201.6582794189453,273.674560546875,47.580570220947266,28.49884796142578,17.47776222229004,23.84170913696289
2020-03-04,27.038101196289062,154.16000366210938,285.9420166015625,33.168819427490234,210.0719757080078,285.1778564453125,48.54297637939453,29.66160011291504,17.891170501708984,24.630521774291992
2020-03-05,27.678550720214844,157.49000549316406,275.95794677734375,31.573034286499023,203.68948364257812,275.6981506347656,46.6885871887207,28.733783721923828,17.23661231994629,23.442869186401367
2020-03-06,27.297996520996094,157.5500030517578,271.3611145019531,30.311443328857422,200.25277709960938,271.1405029296875,43.92655563354492,28.1243839263916,16.26818084716797,22.645185470581055
2020-03-09,25.348800659179688,157.80999755859375,249.6485595703125,25.849950790405273,186.3423309326172,249.9658966064453,35.217918395996094,25.95628547668457,12.9915771484375,20.216703414916992
2020-03-10,25.5158748626709,154.47999572753906,263.0484619140625,27.537633895874023,196.48880004882812,262.90045166015625,36.52216720581055,27.597761154174805,13.607852935791016,21.404356002807617
2020-03-11,23.36248016357422,153.92999267578125,250.2571258544922,25.657787322998047,187.93072509765625,250.08441162109375,34.35371398925781,26.270071029663086,12.888223648071289,20.243295669555664
2020-03-12,20.707862854003906,147.7899932861328,226.17355346679688,23.3852596282959,170.69911193847656,226.15704345703125,30.25509262084961,23.68532371520996,11.280546188354492,18.054113388061523
2020-03-13,17.635562896728516,143.27999877929688,246.6959991455078,26.092241287231445,185.15826416015625,245.4904327392578,33.0192756652832,26.294010162353516,12.321709632873535,20.429410934448242
2020-03-16,20.87493896484375,141.63999938964844,218.1426239013672,22.72522735595703,162.978515625,218.62794494628906,28.71414566040039,22.74791717529297,10.64513111114502,17.62868309020996
2020-03-17,23.668781280517578,143.55999755859375,232.0150604248047,24.003524780273438,175.33912658691406,230.4320831298828,28.737972259521484,24.11870765686035,10.71785831451416,18.58588981628418
2020-03-18,18.2667293548584,140.6999969482422,219.09654235839844,21.33832359313965,170.00596618652344,218.7646942138672,24.853818893432617,23.308204650878906,9.179079055786133,17.008268356323242
